uid,texto,fecha_prueba,apertura,presenta_apertura,responsabilidad,presenta_responsabilidad,sociabilidad,presenta_sociabilidad,amabilidad,presenta_amabilidad,neuroticismo,presenta_neuroticismo,fechaNacimiento,sexo,edad_calculada,Experimento
xYUiVAdgqTafgzTq8pPaCiw6smZ2, Si mis fortalezas y debilidades okey bueno yo creo que una de mis fortalezas es que me Concentro mucho haciendo mi trabajo ósea me gusta centrarme lo que hago y me funciona otra sería que siempre estoy disponible ósea es muy difícil que yo no esté disponible tampoco tengo muchas cosas que hacer en mi día día Como para hacerlo una debilidad  sería que me estreso un un poco fácil y Pero bueno tampoco es algo que tampoco pasa nada y que descanso 10 minutos y ya me relajo y eso por qué me deberían de contratar bueno pienso que como ya dije me concentro mucho en el trabajo me gusta trabajar ósea  el no hacer nada me aburre soy alguien que no puede hacer no hacer nada porque dormir no me gusta básicamente entonces me gusta esforzarme en algo y siempre me gusta tener lo mejor posible siempre así es como eh sido y siempre seré así gracias,17/09/2021,0.5,No,0.7,Sí,0.5,No,0.8,Sí,0.5,No,16/10/2000,Masculino,20,Exp 2-2
a2oMzNP6GYNolXcXCunS060AOAt1, Pues yo siento de mis mayores fortalezas sería mi honestidad mi paciencia compromiso la responsabilidad la puntualidad que tengo una gran creatividad y soy mu proactivo aportó mucha confianza y tengo mucha organización entre debilidades podría ser que que soy un poco egoísta a veces soy un poco cobarde un poco desordenado en algunos casos soy un poco apático y siento que me deberían de contratar ya que puedo aportar mucho para la empresa en el sentido de qué puedo traer un nuevo,20/09/2021,0.5,No,0.4,No,0.4,No,0.3,No,0.6,No,05/12/2000,Masculino,20,Exp 2-2
PIrzqEJUUqVgEP09eQpCi87EKlp1, Pues yo diría que entre mis fortalezas están un poco lo que es la persona lo que es la responsabilidad y que pues trabajando en equipo muchas veces si Puedo emplear el puesto de por sí más bien si no del líder tal vez encargado porque no saber ósea no sabría decir si si tengo el capacidades para ser un líder pero por lo menos para ser el encargado y poder sacar el proyecto por lo menos este momento con los trabajos en equipo que he hecho yo si se ha podido hacer debilidades tal vez es que muchas veces a veces me cohíbo un poco en cuanto a estoy mientras estoy con gente que tal vez no conozco Mucho me pongo a veces un poco nerviosa que pues eso,18/09/2021,0.4,No,0.4,No,0.7,Sí,0.7,Sí,0.6,No,07/03/2000,Masculino,21,Exp 2-2
ZdWF9nUqvgd3SABsKEP8YqVmK6J2, Pues mi fortaleza yo considero que me gusta ser perseverante en mi trabajo no podría hacerlo como el mejor pero pues me gusta seguir haciendo eso para mí siempre intentar hacer las cosas no dejarlas incompletas y de debilidades pues yo considero que tengo más debilidades que fortalezas cómo me puedo distraer con facilidad por eso duró más tiempo haciendo los trabajos de lo normal porque me distraigo con cualquier cosa que me parezco interesante o puede también ser una cosa irrelevante más que nada mi mis problemas son de distracción Y la atención que pierdo la la atención con facilidad no logro centrarme mucho pero pues me gusta seguir así las cosas en vez de que esté batallando,19/09/2021,0.5,No,0.5,No,0.5,No,0.6,No,0.8,Sí,25/03/2000,Masculino,21,Exp 2-2
7jdFbTooNBS7O0JCdtridwjtjjA2, Pues dentro de mi fortalezas yo creo que tendrían demasiadas yo diría soy alguien que se adapta fácilmente este pues este adquiero los conocimientos también de manera rápida y disponibilidad de tiempo si tengo y por lo tanto puedo aportar mucho puedo adaptarme a lo que tengamos que hacer Adquirir los conocimientos necesarios y sacar adelante el trabajo me gusta mucho lo que hago entonces por hacer las cosas no tendría ningún problema en cuanto a debilidades pues lo único qué resaltaría pues sería que todavía no tengo dominado el idioma inglés y pues eso más que nada y sería Una muy buena opción La verdad yo siento que mis fortalezas es que soy alguien que aprende fácilmente y no me gusta para nada adaptarme porque siento que puedo laborar donde donde quiera porque tengo la capacidad para hacerlo y en cuanto debilidades la única debilidad que siento que tengo sería que yo no domino el idioma inglés como realmente debería y creo que sería toda la verdad es que siento que soy muy capaz y me puedo adaptar y aprender fácilmente lo que se me ocupa y lo que necesite la empresa,20/09/2021,0.5,No,0.4,No,0.8,Sí,1,Sí,0.7,Sí,09/04/1999,Masculino,22,Exp 2-2
5XUrcbeJEAOpS2hBgJVetCjTL9r2, Okey una de la principales fortalezas es que cuando me comprometo con algo pues estoy 100% esté respirando y bueno más bien enfocado en esas cosas pues  y este cuando algo me importa mucho este me me organizo para ser una persona más responsable y más organizada y todo eso esas cosas tengo Respeto por las demás personas y mis debilidades es que me puedo estresar demasiado demasiado rápido también tiendo a bloquearme muy seguido aunque de cierta forma yo siento que trabajo mucho más sobre presión siento que sacó adelante más las cosas y porque debería contratarme pues  básicamente porque al momento yo como diría comprometerme con algo me comprometo 100%,19/09/2021,0.7,Sí,0.8,Sí,0.5,No,0.7,Sí,0.4,No,15/01/2000,Masculino,21,Exp 2-2
Z0aZ2BHKfzchGRkHXR1jhQG7UL93, Okey acerca de mis debilidades lo primero este en muchas ocasiones olvido algunas cosas que pueden llegar a ser fundamentales o pequeños factores que pueden ayudar a comprender cómo debería hacerse el trabajo de las fortalezas es que soy una persona que realmente entiende de manera rápida De los temas que pueden llegar a estudiar o puede llegar puede llegar aceptar soy una persona que puede llegar incluso a comprender temas muy complejos con métodos muy sencillos Otra cosa que también pues considerar que soy una persona bastante energética  me gustan mucho ser una persona bastante realmente puede ser,20/09/2021,0.7,Sí,0.6,No,0.6,No,0.9,Sí,0.9,Sí,18/11/1999,Masculino,21,Exp 2-2
j29Rti49F9PBTfI9EQdX2u3lF8l1, Mis mayores fortalezas y debilidades podría decir que mi mayor fortaleza es que soy muy estricto con respecto al orden soy una persona muy responsable así que por ese orden suelo traer un caos pero afortunadamente sé cómo resolver Las cosas siempre tengo un plan B para si algo no funciona trato de es una ruta obtener una ruta para que solucionarlo rápido Y deberían de contratarme porque como he dicho soy una persona responsable Y me gusta siempre hacer las cosas bien en tiempo y forma podría considerarse una debilidad el hecho de tener mucho orden ya que cuando suelo salirme de mi ambiente ósea de que si yo planeé algo en específico y,21/09/2021,0.6,No,0.8,Sí,0.6,No,0.5,No,0.6,No,06/11/1999,Masculino,21,Exp 2-2
3mY5hiDDB4TV8mGHjrOwbLGDfzd2, Mis mayores fortalezas son que se trabajar en equipo y mis debilidades pues me estreso muy fácil y pues considero que deberían contratarme porque pues porque es en esta empresa ,21/09/2021,0.8,Sí,0.7,Sí,0.6,No,0.8,Sí,0.4,No,17/11/1999,Femenino,21,Exp 2-2
sBMzEL6gnTMHXL9U29XCacsxKoq1, Mis mayores Fortalezas son las del trabajo en equipo y la de lograr lograr a completar los objetivos las metas de cualquier proyecto me considero una persona que puede que puede conectar A con B por así decirse considero una de mis debilidades una de mis debilidades es la confianza tiendo a confiar mucho en mis compañeros y aunque eso puede verse como algo bueno también eh tenido bastantes delegando responsabilidades que yo pienso que se van a cumplir Y terminan por no cumplirse entonces creo que una de mis debilidades es la alta confianza y una de mis mayores cuarto fortalezas es la de poder lograr que las cosas se hagan no que se queden que se queden plasmadas en algún lugar,20/09/2021,0.6,No,0.6,No,0.6,No,0.5,No,0.6,No,24/09/1995,Masculino,25,Exp 2-2
NJgiMrfpC8QqlWUtu76dGKHs8TH3, Mis fortalezas y debilidades siempre se me ha hecho difícil hablar sobre ese tema pero si tuviera que hablar de mis fortalezas yo creo que una podría ser que soy muy determinado siempre busco resolver cualquier tipo de problema resolverlo de una manera eficiente una debilidad podría ser que no me gusta trabajar en equipo prefiero trabajar solo que más Otra fortaleza podría ser  mi dedicación trabajo alomejor no alomejor me lleva por ejemplo a resolver un trabajo me puede llevar mucho tiempo pero yo sé qué ese trabajo va a estar bien hecho por qué deberían de contratarme Porque Yo creo que soy un buen prospecto para este trabajo y buscaría cumplir con las expectativas y superarlas si es posible,22/09/2021,0.6,No,0.5,No,0.2,No,0.6,No,0.6,No,28/06/2000,Masculino,21,Exp 2-2
xZ46g4emvrR0MgIgRZOCBPYzPFJ2, Me presento en esta entrevista quiero decir que una de mis mayores fortalezas es que quiero trabajar y aprender en esta empresa me gusta mucho el tema del desarrollo y quería trabajar En su empresa para poder bueno cumplir con sus metas y yo poder pues tener una vida activa no sé,19/09/2021,0.2,No,0.6,No,0.3,No,0.5,No,0.4,No,11/08/2000,Masculino,21,Exp 2-2
yvhPhtXUXkMPfbjH1dJpHMi3yDh2, En mis fortalezas yo creo que son trabajar en equipo y que aprendo rápido y las debilidades serían que tardo mucho en hacer los trabajos yo creo y,20/09/2021,0.5,No,0.8,Sí,0.7,Sí,1,Sí,0.5,No,22/10/2000,Masculino,20,Exp 2-2
Y7gBaKcVwCgawmoRKE9RPbzLjIC3, Cuáles son mis mayores fortalezas y debilidades mis Fortalezas pues podría ser que soy determinado a cumplir con un objetivo en cuantos en cuánto esté inspirado o interesado en él si me lo propongo también como dicen mucho no hay forma que me paren o busco cualquier manera de hacerlo debilidades que el problema sería la dificultad De Hacerlo tener el interés de querer hacer algo o el mismo hecho de estudiar algo pero es lo que más me agobia la flojera ante todo por qué consideras que debiéramos contratarme pues el trabajo me interesa me gustaría tener esto y anotarme o tenerlo como experiencia de la vida también pues no sé si puedo hacer,20/09/2021,0.3,No,0.8,Sí,0.5,No,0.6,No,0.9,Sí,29/04/2000,Masculino,21,Exp 2-2
mNnB8tMx7gevuZjUNJRDTNiVuQF2, Bueno pues entre mis fortalezas me considero una persona muy ordenada y muy responsable siempre entrego todas mis tareas y trabajos a tiempo y siempre voy a cumplir con todo lo que me piden y voy a dar mi mejor esfuerzo para cumplir con sus expectativas y pues esas son mis fortalezas y pues mis debilidades pues supongo que es la falta de Comunicación con las otras personas no me gusta  mucho hablar mucho en público pero en todo lo demás si soy buena soy muy buena organizando y puedo buscar soluciones a los problemas de forma rápida y tengo capacidad para iniciar algún proyecto o algo así y pues soy muy responsable y muy cuidadosa con todos mis trabajos mis tareas ,20/09/2021,0.6,No,0.8,Sí,0.3,No,0.9,Sí,0.2,No,07/07/2000,Femenino,21,Exp 2-2
82Lrp8DhV0bN92XAI7ejGvTJM3C3, Buenas tardes mi nombre es $Name$ nací el 10 de enero de 2000 tengo 21 años estudio de ingeniería en sistemas computacionales Mis mayores fortalezas son soy buena líder tengo buena comunicación me sé expresar de manera clara yo considero las opiniones de los demás antes de tomar las decisiones soy muy  Exigente con el trabajo me gusta que las cosas salgan bien y a tiempo soy muy responsable sigo mi orden y entre mis debilidades está que no se delegar trabajo siento que si No Estoy supervisando bien ese trabajo no sale como debería de salir creo que por esas razones deberían de contratarme ,20/09/2021,1,Sí,0.8,Sí,0.6,No,1,Sí,0.5,No,10/01/2000,Femenino,21,Exp 2-2
8STuO6o0PIYFoKHqqI5JRDQK3k22, Antes que empezar por mis mis fortalezas me gusta empezar más por mis debilidades A pesar que me considero una persona sumamente capaz hay muchas cosas que me gustaría cambiar por ahí son básicamente hay ocasiones en las que procrastino mucho en el sentido de que a pesar de qué siempre soy responsable con mis entregas siempre me gusta entregar a tiempo Soy mucho de aplazar las cosas en distintas ocasiones lo cual puede ser un poco este molesto para los equipos de trabajo en los que me encuentro además de ello se tengo Tiendo A veces a digamos que a sobre extender los desarrollos y sencillamente porque me gusta que todo esté perfecto,20/09/2021,0.9,Sí,0.5,No,0.6,No,1,Sí,0.8,Sí,25/06/2000,Masculino,21,Exp 2-2
psDqpI344mN7DKXJ4VGcJrwgeQ33, Ah bueno considero que una de mis mayores fortalezas es el trabajo en equipo me gusta mucho trabajar en equipo me adaptó muy rápido con todos mis compañeros de trabajo De mis debilidades es que prácticamente me cuesta un poco adaptarme a los nuevos ambientes pero lo puedo hacer muy rápido a pesar de qué me cueste qué es una de las cosas que más me cuesta perdón lo puedo hacer más rápido Yo considero que deberían de contratarme por qué creo que sería como una pieza bastante hábil en el equipo de trabajo que podría aportar mucho que tengo unas ideas bastante frescas que se podrían llevar a cabo Y más que nada porque me gusta mucho trabajar como les decía en equipo este y también me gustaría mucho aprender sobre mis compañeros para seguir creciendo,20/09/2021,0.9,Sí,0.8,Sí,0.7,Sí,0.8,Sí,0.4,No,19/04/2000,Masculino,21,Exp 2-2
T8yiWJwcT5S4DiriJ3oJSSsAVc72, Me gustan mucho los temas sociales me gusta sobre todo el comportamiento humano y me gusta hablar sobre ello me gusta el pensar porque la gente actúa como actúa bueno no sé cuántas veces he grabado esto pero me gustan los temas sociales me gusta el comportamiento humano y me gusta saber porque la gente actúa como actúa y eso es un tema muy importante se me hace muy interesante,29/10/2021,0.7,Sí,0.7,Sí,0.5,No,0.8,Sí,0.4,No,10/05/1999,Masculino,22,Exp 3-1
axEjlGhcTrWOVQiIu9OimHrAk1p1, Bueno pues me gustan los videojuegos me gusta los juegos de disparos de cómo se le podrá llamar de Aventura del mundo abierto me gusta también de moda como League of Legends me gusta entre otros jugar bueno practicar deportes el Basquetbol me gusta practicar fútbol béisbol tenis cualquier tipo de deporte me gusta soy una persona deportiva más antes practicaba más deporte ahorita ya no tanto por la Universidad creo que me gustaría en algún futuro,03/11/2021,0.6,No,0.8,Sí,0.4,No,0.6,No,0.8,Sí,01/01/1999,Masculino,22,Exp 3-1
y6Di4MfMj3WbNXcFclnbeSsH8kF2, Bueno pues a mí me gusta lo que es el deporte hago mucho gimnasio empecé desde la prepa y no lo dejado ahorita por la pandemia me alejé un poco pero me gusta hacer mucho deporte y sobre todo pues el tiempo es desde chico yo buscado jugado bastante videojuegos cuando empecé a jugar el Nintendo Ness y todo eso pero más que nada ahorita soy un jugador de computadora me gusta mucho jugar LOL y Rocket League el LOL lo llevo jugando desde la secundaria o sea son demasiados años y pues me considero bueno lo que se podría decir no he llegado a rangos muy altos porque tal vez no es lo que yo he buscado sino que me gusta mucho jugar con amigos aunque me considero aunque me considero bueno bastante bueno y tengo la habilidad suficiente para hacer Bust en la región norte América en la región norte América ahí la gente paga dólares para que le subas la cuenta de rangos bajos y pues tengo la capacidad de poder hacer eso en ciertas divisiones por lo que me considero que soy bueno haciendo lo que hago que es jugar al LOL y lo disfruto bastante hay otros,28/10/2021,1,Sí,0.5,No,0.7,Sí,0.9,Sí,0.3,No,16/06/1999,Masculino,22,Exp 3-1
29o7yuT2iaTyiCC8rAkMPMtKjdm2, Güey el capítulo de esta semana de One Piece estuvo perrón salieron el despertares de Lou y Kit Y probablemente derroten a Big Mom y la próxima semana no hay la próxima semana creo que voy a ir al gimnasio con mi novia y pues ojalá vayamos ojalá esté el carro listo para poder ir al gimnasio porque me encanta hacer ejercicio y hacerlo con mi novia estaría perrón A Ronald Koeman Del Barcelona ya ven que Riqui Puig jugaban pues ahora probablemente ya va a jugar y quiero que venga Xavi a ser También me da un poco de Black Clover y de y de Kimetsu no Yaiba y están Perrones,28/10/2021,0.8,Sí,0.9,Sí,0.7,Sí,1,Sí,0.6,No,19/09/1998,Masculino,23,Exp 3-1
2tzNISrbZGM8fE57GsLzyD92bim1, Güey ya viste el nuevo viste El nuevo tuaf viste que hablaron de pruebas de Cities si yo también ya lo vi está bien placosón la neta se pasaron de lanza con eso del Match Making ahora en vez de ser la cola de Flawless como antes no hay cola de Flawless así que para los que llegan Flawless varias veces a la semana les perjudica Pero para las personas a las que llegaban solo una vez no les perjudica tanto porque pues no son bueno nomás o sea no les perjudica en ese cambio,21/10/2021,0.6,No,0.4,No,0.4,No,0.7,Sí,0.3,No,24/12/2001,Masculino,19,Exp 3-1
UzypVjO1RtVLm7GvboNYCwe0B7E3, A mí me gusta mucho la programación porque aparte de la capacidad que te da para crear lo que tú quieras sin casi ningún límite me gusta porque siento que en algún punto en el que estemos demasiado avanzados en la sociedad todo va a depender de los sistemas y me gusta la capacidad de saber cómo funcionan y como poder manipularlos en caso para cualquier cosa pues me gusta saber cómo quebrarlos por así decirlo para eso se tiene que conocer su funcionamiento y siento que es una herramienta muy poderosa al menos en un futuro no muy lejano y también me gusta la capacidad que tiene considero que los videojuegos son muy buenos para cualquier persona porque si te sientes cansado o estresado después de un día de escuela o de trabajo pues juegas y te desestresas,09/10/2021,0.4,No,0.8,Sí,0.4,No,0.4,No,0.6,No,01/08/2003,Masculino,18,Exp 3-1
Dx2lw02bpnXDS6aUHm440Ay9IH33, E güey Supiste sobre la morra aquella la neta güey no sabría decirte si invitarla a salir vive aquí cerca pero no sé cómo no le preguntado si tienes novio no sabría decirte sí si tiene o no tiene y la verdad intento hablar más con ella pero siento que no sé siento que solo me ve cómo un compañero y la verdad es algo frustrante me gustaría invitarla salir algún día de estos  decho la invité a comer helados pero me dijo no que ya que se acabe  la cuarentena y dije Bueno está bien lo intentaré otro día de hecho hoy me ayudó con un trabajo y le dije qué tal si te invito a cenar y me dijo que aún no tenía tiempo asi que,21/10/2021,0.8,Sí,0.9,Sí,0.9,Sí,1,Sí,0.7,Sí,19/10/2000,Masculino,21,Exp 3-1
yoWiNiz7b1f16gBC4Rg5LZEMK6s1, Ay güey no manches güey vieron el otro día el nuevo capítulo de jutsu Kaizen no mames está bien pasada de lanza la parte en la que van ahorita del manga güey si está y en qué parte van ustedes no manches güey neta no pues la neta güey yo estoy esperando a que sigan con el manga güey que no se vayan a jayeres porque si se van otra vez en el jayeres güey me voy a morir de la desesperación güey yo necesito saber más de esta madre güey necesito ya ver el final de jutso Kaizen y el de One Piece el de One Piece uff va a estar buenardo también muy muy bueno,28/10/2021,0.7,Sí,0.7,Sí,0.6,No,0.8,Sí,0.6,No,09/09/1999,Masculino,22,Exp 3-1
Q0oXb8YHhreJwURIEwnN7eSWAgZ2, Hola qué tal yo soy $NANME$ y esto que está a mi alrededor es el lugar donde paso la mayor parte del día desde hace dos años podría decir sin equivocarme qué paso aproximadamente ocho horas en este lugar aquí estudio aquí descanso aquí me divierto aquí duermo en veces entonces este lugar le tengo mucho aprecio es mi cuarto de estudio cambiando un poco de tema hace unos cuántos días conocí a una muchacha se llama $NAME$ está bien hermosa y me ha ido bien con la muchacha ya tiene un tiempo que no hablamos pero en general siento que Éste ha sido uno de los mejores años a pesar de que en general no hayamos tenido,06/11/2021,0.8,Sí,0.6,No,0.8,Sí,1,Sí,0.8,Sí,12/06/1999,Masculino,22,Exp 3-1
HsGfNlkGq5bQed9NkMCxFV1Es7t1, Pues a mí me gusta mucho la programación porque ideas cosas y puede llegar a comprender lo que estás creando e imagínate de tener un espacio para ti propio y poder llegar a crear algo que te guste a ti y saber si no está bien determinando sí eso que lograste hacer funciona realmente y por eso creo que la programación es lo que me gusta porque puedo llegar a crear cosas y pues también elegí por eso elegí esta materia de esta carrera principalmente porque quiero llegar a ser un gran programador y crear cosas para grandes empresas,23/10/2021,0.7,Sí,0.6,No,0.7,Sí,0.9,Sí,0.5,No,15/05/2002,Masculino,19,Exp 3-1
egaZ8VRYG3TkVywSkSl9DCA0KsT2, Oye tú crees que lleguemos en esta Season de ápex a Diamante la verdad es que no no creo porque porque para empezar tienes que dedicarle mucho tiempo al juego y entre otras cosas además de qué partiendo normalmente sí pero pues porque son rangos bajos y yo la verdad quisiera llegar a un nivel más alto entonces quiero mejorar la verdad para llegar a no sé incluso superar diamante y llegar a Predator porque la verdad pues no me sirve el RB y pues o sea imagínate que yo o sea no tengo la habilidad suficiente como para ponerme a jugar a la ápex y sacar Thrash y pues imagínate imagínate a mí imagíname a mí siendo Predator siendo Predator o sea güey O sea Jorge ve Predator en ápex,22/10/2021,0.8,Sí,0.8,Sí,0.7,Sí,0.7,Sí,0.6,No,10/07/2003,Masculino,18,Exp 3-1
wCqaZSMTzLQPeczO0xAUs2bEv4o1, Bueno un tema de el que me gustan mucho es sobre viajar a Alemania y todos los avances que se ha tenido más que nada porque es una civilización que se ha desarrollado muy rápido Y siempre ha estado interactuando mucho sobre el crecimiento de ellos mismos y por algo deben de ser que tienen muchos científicos y desarrollos en las ingenierías además de Alemania también está Japón que Japón tiene el peso cultural y de su historia y pues que gracias a ello es lo que has sido que lleguen a ser lo que es ahorita una nación muy respetable una nación muy fuerte una nación que si la ha sufrido y que a México le falta todavía mucho por sufrir o por darse cuenta pero,29/10/2021,0.8,Sí,0.9,Sí,1,Sí,0.6,No,0.4,No,07/01/1998,Masculino,23,Exp 3-1
vkm2jZdh8Bh3USR5xRj3LI3LSiI2, Sigo sin entender porque la música ahorita actualmente es tan explicita por qué todo está de la manera de fácilmente lo que se dedica alguien o algo del tipo de música todos podemos hablar de él pero okey pero ya entendimos el pedo pero la necesidad de hacerlo es otro rollo,04/11/2021,0.5,No,0.8,Sí,0.8,Sí,0.7,Sí,0.6,No,13/08/2002,Masculino,19,Exp 3-1
9SAwUDKFtgQfzJ2iB917dNqyzaR2, Y como te estaba diciendo la mejores películas son de Star Wars en cuestión de ciencia-ficción en ciencia-ficción no en cuestión de fantasía Por qué es más película de fantasía en vez de tanta ciencia-ficción pues si lo quieres ver en orden cronológico En cuestión de las películas tendrás Fuck ya me perdí pues si quieres ver las películas en el orden cronológico tienes que empezar de la trilogía final en este caso sería el episodio IV  V y VI De ahí tienes que pasarte a la trilogía perdón A las  precuelas qué son episodio I II y III Y la peor trilogía que han sacado son el episodio VII  VIII y IX no las veas si las vas a ver están chilas las películas pero en este caso son muy son muy son muy la verdad no tienen sentido haz de cuenta que todo lo qué que se vio en las películas anteriores lo agarraron,21/10/2021,0.4,No,0.6,No,0.5,No,0.5,No,0.6,No,31/03/2001,Masculino,20,Exp 3-1
zFbEUSeTEjUhZK1XemkQxIIyouG3, Oigan que creen la otra vez estaba viendo una serie que se llama My Name y la verdad si está Chila es de acción y se trata sobre una muchacha que su papá es como un puente y la escuela a ver,05/11/2021,0.4,No,0.2,No,0.2,No,0.8,Sí,0.4,No,28/09/2002,Femenino,19,Exp 3-1
arTYhi4NajZOaO3HPSsXZ4IqupA2, Últimamente no he jugado mucho la neta güey sólo jugar Rocket League normalmente en los tiempos que me quedan pues de la escuela porque realmente me está consumiendo un chingo de tiempo Bueno los reportes de $NAME$ es lo que más me consume el tiempo Pero simon juego Rocket League También he estado jugando un chorro del genchi ahorita he estado tratando de subir Machín para tratar de conseguir Los artefactos perros pero también tengo pendiente ahí el New World a la bestia que realmente es el que más me gustó o bueno el que me gustaba pues porque el Pbp está chingón y está divertido Es un juego complejo no es un juego sencillo así como el Genchi qué que nomás Farmeas y Farmeas sino que bueno en el New World también pues pero tiene la variante del Pbp que la neta está perro y le da otro enfoque al juego y nada más eso güey la neta no hay más,28/10/2021,0.6,No,0.8,Sí,0.5,No,0.8,Sí,0.5,No,02/09/1999,Masculino,22,Exp 3-1
DOIxrvGJKHexpjsBAPh4zf5eXyQ2, Bueno chavos vamos a ponernos pilas con el trabajo de $NAME$ porque pues ya nos atrasamos toda la mañana y había quedado pendiente la semana pasada la parte del engrane pues Christian No tuvo un criterio común para hacerlo pero lo hizo muy pequeño esta vez ocupamos hacerlo con con grande debe tener un múltiplo de dientes del engrane chico por ejemplo si queremos hacer relación Uno a tres pues debe tener De la cantidad del engrane chico 3 veces ves la cantidad del engrane grande Y otra cosa es que Alonso también vamos a ponerlo hacer el pistón porque ya nos quedó mal varias semanas con eso no ha hecho mucho siempre dice que va a ir a la tiendita y cosas de esas también aquí tengo una lista que también hace falta poner en el encoder de la parte de abajo porque necesitamos saber la posición de todas las cabinas,01/11/2021,0.5,No,0.8,Sí,0.4,No,0.8,Sí,0.3,No,06/02/1999,Masculino,22,Exp 3-1
XVGOjfVL1gfJNHLgXQc0gxSy8dT2, Lo que más me gustan de por ejemplo asimoc es toda la historia que hace respecto a dos personajes por ejemplo si de repente hablamos del robot este que viene siendo el protagonista Y viene siendo todo lo del libro ya espérate son varios Videos no ay güey son varios Videos no? bueno el caso es de qué por ejemplo Me acuerdo muy bien cuando cómo se llamaba éste libro de Stephen King The Misery Qué por ejemplo estaba esta doña llamada Any Wookies qué lo que hace es básicamente empieza hablar del escritor que es Paul Walker y Paul Walker estaba en la silla de ruedas y es como que ocupa a ella igual a Any walkies para que le ayude para sus cosas pero resulta que Qué cómo decirlo que Paúl que Paul ocupa de Ella y Any es como que ocupa de él para los libros dado de qué como él es el escritor de sus libros favoritos pues oye pues ocupo que no te mueras para que pues cómo decirlo ocupo que no te mueras para que esas historias estos libros pues sigan existiendo sin ti pues no existes así que o sea no existe el personaje,28/10/2021,0.8,Sí,0.6,No,0.5,No,0.8,Sí,0.6,No,03/11/1998,Masculino,22,Exp 3-1
XRSUFEYKXiYaBqTxt8ginmb4tHR2, Bueno sobre un tema que me gusta sería la robótica o sobre alguna especialidad eso sería de por qué elegiría yo robótica sobre alguna otra rama ya que se me da muy bien los circuitos y tenerme actualizado en todo momento y aparte siempre me han gustado las cosas difíciles como sería en si pues la robótica lo que es la cinemática inversa y la directa siendo la directa la más sencilla pero la inversa ya un ya un proyecto bien hecho algo difícil cuando alguien logra algo muy difícil pues se siente gratificante y además pues el minuto ya se acabó,29/10/2021,0.8,Sí,0.8,Sí,0.9,Sí,0.9,Sí,0.9,Sí,25/01/1999,Masculino,22,Exp 3-1
1K90fX7HEQb7q37RChtWZEnhN8i2, Hola compañeros como les va Cómo están bien a que bueno qué tal les va en la escuela les va bien ah mira y sacaste 100 qué bueno Yo pues me está yendo bien estoy aprendiendo muchas cosas me encanta la materia de programación y me gusta mucho lo que es la programación lo que es física y también lo que es la materia de investigación de operaciones es son mis tres materias favoritas,05/11/2021,0.6,No,0.9,Sí,0.3,No,0.9,Sí,0.6,No,03/10/2002,Masculino,19,Exp 3-1
5H7T2OCvdXPXpYZORd8h1LwhyyH2, Y bueno este he estado intentando hacerlo he estado haciendo la baquelita Yo no tengo herramientas como para lograr desarrollar el la baquelita de manera correcta en tanto a una CNC o una impresora láser para hacer el circuito bonito entonces lo hice a pulso de manera manual un poquito chueco Pero al final de cuentas todo salió bien nada más que también a la hora de querer Hacer los orificios para meter cada circuito no tengo una herramienta un taladro pequeño entonces lo hice con un taladro manual y este quebré la broca porque,29/10/2021,1,Sí,0.9,Sí,0.7,Sí,0.9,Sí,0.7,Sí,29/04/1999,Masculino,22,Exp 3-1
oISbost07weekqcjbEJQwxE5QuD2, Ah como te decía la tarea es muy importante entonces pues que te puedo decir entonces pues hay que hacer la tarea hay que refinar la misma situación hay que actuar como se debe de actuar y llevar la tarea El tema si estaba bien cabrón ni cómo hay que hacerlo hay que hacerlo solamente y en base en hacerlo pues terminar de hacer esa parte como se te estaba diciendo,03/11/2021,0.2,No,0.3,No,0.6,No,0.5,No,0.4,No,27/06/1995,Masculino,26,Exp 3-1
PorfZX6Pa4ZDLvm4kyox10Lu5Lo2, Muy bien lo qué pasa en octubre normalmente es qué como todos conocemos ya es el mes de Halloween vaya de toda la vida de día de muertos bueno eso es pero bueno no importa pero para los dibujantes octubre es un poquito más por qué es cuando se hace el Intover el intover pues es un reto de dibujantes en el cual te dan la lista Y durante todo el mes  tienes que estar haciendo un dibujo diario dependiendo la palabra de esa lista por ejemplo este mes el primer la primera palabra que se puso fue el cristal pues tienes qué dibujar algo relacionado de con cristal sea o dibujar cristales o algo que tenga que ver con ello por ejemplo un personaje que está hecho de cristal o una armadura de cristal cualquier cosa Relacionada y la verdad es difícil en el principio los primeros días siempre te la pasas de eh no pasa nada lo puedo hacer no tengo ningún problema pero ya llegas al día 20 por ejemplo y estás no se te quema mucho parece simple,28/10/2021,0.4,No,0.4,No,1,Sí,0.9,Sí,0.5,No,21/04/1998,Masculino,23,Exp 3-1
